Filename,Nouns_Relative_Freq,Verbs_Relative_Freq,Adverbs_Relative_Freq,Adjectives_Relative_Freq,No_unique_per,No_unique_loc,No_unique_org
0158.b8.txt,1809.52,1079.37,380.95,704.76,3,1,4
0219.b8.txt,1607.68,977.8,623.88,761.85,6,2,3
0318.b8.txt,1673.08,1153.85,442.31,682.69,0,0,1
