,Filename,Nouns_Relative_Freq,Verbs_Relative_Freq,Adverbs_Relative_Freq,Adjectives_Relative_Freq,No_unique_per,No_unique_loc,No_unique_org
79,1049.a4.txt,1368.31,1286.01,493.83,802.47,24,0,3
80,2008.a4.txt,1304.35,1202.05,498.72,780.05,31,0,1
81,4030.a4.txt,1347.58,1356.88,557.62,446.1,17,0,0
82,2048.a4.txt,1682.03,1029.19,330.26,729.65,33,0,4
83,3026.a4.txt,1539.02,1192.2,397.4,621.39,16,0,0
84,2005.a4.txt,1615.99,1112.08,529.97,503.91,32,0,11
85,0176.a4.txt,1588.52,985.65,526.32,583.73,33,0,3
86,2072.a4.txt,1695.57,1175.34,481.7,645.47,9,0,17
87,0168.a4.txt,1498.74,1020.15,472.29,629.72,53,0,21
88,2038.a4.txt,1740.93,974.09,414.51,621.76,27,0,3
89,2039.a4.txt,1686.86,959.93,503.26,605.78,24,0,3
90,1067.a4.txt,1443.85,983.96,427.81,598.93,13,5,0
91,2014.a4.txt,1359.31,1056.28,398.27,666.67,40,0,1
92,1013.a4.txt,1404.88,1073.17,302.44,663.41,24,0,0
93,2049.a4.txt,1878.57,892.86,300.0,557.14,15,0,35
94,2055.a4.txt,1453.61,969.07,350.52,577.32,39,0,0
95,0119.a4.txt,1549.89,1348.2,360.93,467.09,6,0,9
96,2065.a4.txt,1055.56,1175.93,407.41,564.81,14,0,8
97,0179.a4.txt,1756.62,1040.24,215.9,902.85,34,0,2
98,1032.a4.txt,1162.11,1269.53,546.88,673.83,38,1,1
99,2021.a4.txt,1420.18,1263.47,411.36,470.13,13,0,4
100,3001.a4.txt,1491.97,1293.67,481.59,500.47,27,0,0
101,1005.a4.txt,1558.55,977.25,387.53,480.2,28,0,4
102,1103.a4.txt,1552.6,1031.66,490.3,561.8,19,0,7
103,1017.a4.txt,1524.02,1043.54,540.54,750.75,5,0,19
104,1095.a4.txt,1525.61,1135.86,579.06,679.29,28,0,0
105,0104.a4.txt,1495.33,1112.15,383.18,644.86,9,0,13
106,1006.a4.txt,1926.0,825.43,455.41,806.45,21,0,1
107,1008.a4.txt,1617.65,990.2,549.02,705.88,20,2,3
108,1057.a4.txt,1322.03,1186.44,406.78,508.47,14,0,24
109,0193.a4.txt,1467.76,1035.67,253.77,452.67,16,0,19
110,2015.a4.txt,1576.14,1033.01,489.88,596.38,18,1,8
111,0130.a4.txt,1628.55,988.11,494.05,475.75,31,0,11
112,2031.a4.txt,1594.75,975.61,469.04,647.28,37,0,8
113,1010.a4.txt,1689.03,812.94,465.67,741.91,45,0,3
114,0185.a4.txt,1630.77,1128.21,338.46,697.44,29,0,2
115,2040.a4.txt,1398.81,1259.92,347.22,436.51,16,0,9
116,0215.a4.txt,1725.24,942.49,311.5,583.07,12,0,11
117,0108.a4.txt,1449.28,1295.29,389.49,615.94,36,0,3
118,0156.a4.txt,1254.44,1266.27,449.7,508.88,9,0,12
119,0186.a4.txt,1523.61,1233.91,343.35,536.48,13,0,11
120,1060.a4.txt,1661.47,924.2,332.29,1007.27,23,0,0
121,1065.a4.txt,1326.01,1182.43,396.96,709.46,43,0,1
122,1023.a4.txt,1684.78,815.22,471.01,833.33,29,1,4
123,0106.a4.txt,1387.0,1066.93,407.37,708.05,21,0,17
124,1077.a4.txt,1871.48,992.11,574.97,901.92,18,0,5
125,1066.a4.txt,1710.26,955.73,291.75,744.47,27,0,2
126,1036.a4.txt,1546.28,1139.95,496.61,620.77,26,0,3
127,1018.a4.txt,1500.0,1201.61,427.42,637.1,33,0,7
128,2059.a4.txt,1518.38,996.13,386.85,609.28,25,0,4
129,2036.a4.txt,1166.35,1195.03,411.09,640.54,39,0,0
130,3065.a4.txt,1398.96,1264.25,652.85,445.6,12,0,6
131,0139.a4.txt,1401.35,829.6,302.69,762.33,36,0,2
132,0121.a4.txt,1390.06,1078.35,454.93,598.15,46,0,6
133,0137.a4.txt,1772.43,984.68,393.87,536.11,14,0,8
134,0169.a4.txt,1470.27,1264.86,345.95,713.51,9,0,1
135,1014.a4.txt,1382.11,1270.33,386.18,569.11,28,0,3
136,0136.a4.txt,1356.44,1122.83,316.5,625.47,23,1,4
137,0223.a4.txt,1366.34,1366.34,386.14,455.45,14,0,11
138,2020.a4.txt,1380.71,1238.58,385.79,548.22,38,0,1
139,1090.a4.txt,1488.79,1156.95,403.59,681.61,17,0,6
140,0134.a4.txt,1310.86,992.51,346.44,767.79,16,0,0
141,2066.a4.txt,1678.74,1099.03,446.86,724.64,53,0,3
142,1034.a4.txt,1518.05,1114.65,573.25,668.79,34,0,5
143,4045.a4.txt,1518.03,1072.11,559.77,559.77,34,0,0
144,1098.a4.txt,1383.65,1090.15,482.18,555.56,23,0,5
145,0187.a4.txt,1370.61,1326.75,328.95,526.32,5,0,18
146,2074.a4.txt,1447.49,1258.28,368.97,596.03,20,0,3
147,2019.a4.txt,1533.74,1267.89,409.0,480.57,28,0,1
148,2011.a4.txt,1785.05,915.89,373.83,775.7,29,0,2
149,1043.a4.txt,1356.1,1043.9,478.05,760.98,46,0,1
150,2056.a4.txt,1314.07,1220.88,568.5,680.34,46,0,0
151,0175.a4.txt,1563.15,1066.25,403.73,703.93,45,0,4
152,2058.a4.txt,1490.23,920.2,399.02,977.2,37,0,9
153,2057.a4.txt,1673.73,1122.88,550.85,603.81,37,0,1
154,1104.a4.txt,1625.62,975.37,334.98,679.8,51,0,4
155,2069.a4.txt,1383.2,1352.46,481.56,563.52,21,0,2
156,0122.a4.txt,1647.89,1035.21,401.41,605.63,10,0,6
157,0192.a4.txt,1781.97,1184.49,356.39,440.25,2,0,10
158,0149.a4.txt,1383.42,1168.75,327.97,691.71,31,0,11
159,0165.a4.txt,1854.19,1008.1,396.04,405.04,7,0,17
160,0197.a4.txt,1402.06,1206.19,402.06,474.23,33,0,5
161,2071.a4.txt,1143.52,1143.52,443.41,606.77,45,0,0
162,2032.a4.txt,1595.74,1010.64,410.33,516.72,43,0,1
163,0198.a4.txt,1129.34,1129.34,357.14,424.71,27,0,23
164,2044.a4.txt,1638.04,1083.22,303.83,700.13,23,1,3
165,1003.a4.txt,1885.63,1051.0,293.66,618.24,7,0,4
166,1072.a4.txt,1572.94,920.95,407.5,733.5,27,0,3
167,0202.a4.txt,1390.37,1454.55,192.51,363.64,7,0,12
168,0218.a4.txt,1243.68,1162.79,212.34,616.78,29,2,1
169,2034.a4.txt,1455.7,1131.33,466.77,466.77,14,0,27
170,3042.a4.txt,1299.09,1339.38,594.16,543.81,15,0,0
171,0157.a4.txt,1389.76,1065.83,564.26,710.55,21,0,2
172,3037.a4.txt,1446.43,1089.29,398.81,654.76,51,1,10
173,1088.a4.txt,1246.17,1235.96,326.86,439.22,39,0,1
174,1099.a4.txt,1457.73,1156.46,252.67,651.12,24,0,7
175,1022.a4.txt,1519.31,1167.38,480.69,549.36,14,0,11
176,2075.a4.txt,1417.46,1028.52,440.8,518.58,48,0,4
177,1050.a4.txt,1541.26,1189.32,400.49,776.7,19,0,4
178,4031.a4.txt,1273.63,1213.93,487.56,388.06,34,0,0
179,0171.a4.txt,1420.18,1008.81,342.8,607.25,36,0,4
180,0109.a4.txt,1663.6,1130.51,386.03,652.57,16,0,7
181,0159.a4.txt,1560.35,1059.86,461.24,628.07,10,0,8
182,0107.a4.txt,1529.18,1307.85,432.6,653.92,13,0,8
183,1052.a4.txt,1360.95,1124.26,463.51,611.44,39,0,1
184,2042.a4.txt,1457.73,1039.84,272.11,651.12,44,0,0
