,Filename,Nouns_Relative_Freq,Verbs_Relative_Freq,Adverbs_Relative_Freq,Adjectives_Relative_Freq,No_unique_per,No_unique_loc,No_unique_org
115,3037.a2.txt,2187.69,889.7,450.94,950.64,2,0,1
116,5030.a2.txt,1870.13,961.04,532.47,844.16,4,0,0
117,1041.a2.txt,1676.72,1375.15,470.45,639.32,2,0,3
118,5044.a2.txt,2687.34,1175.71,413.44,607.24,0,0,0
119,0176.a2.txt,2156.08,925.93,423.28,727.51,0,0,0
120,1013.a2.txt,1702.38,1095.24,571.43,809.52,0,0,1
121,4017.a2.txt,1933.12,888.19,700.1,888.19,2,0,2
122,0140.a2.txt,1765.89,1140.26,444.0,807.27,0,0,0
123,2045.a2.txt,1799.59,1042.94,449.9,981.6,1,1,3
124,4021.a2.txt,1614.46,1228.92,506.02,554.22,0,0,1
125,1034.a2.txt,1405.9,1020.41,453.51,804.99,0,0,4
126,2027.a2.txt,1854.4,989.01,398.35,865.38,2,0,0
127,4001.a2.txt,1725.83,1321.91,489.6,697.67,0,0,0
128,5046.a2.txt,1791.83,1278.0,592.89,830.04,0,0,0
129,0207.a2.txt,1830.24,1246.68,477.45,702.92,0,0,0
130,0125.a2.txt,1790.83,1146.13,415.47,1146.13,0,0,1
131,1014.a2.txt,1855.15,1270.65,406.61,813.21,1,0,0
132,0202.a2.txt,2094.43,1355.93,338.98,774.82,0,0,1
133,1074.a2.txt,1973.42,1083.84,501.02,879.35,0,0,0
134,1104.a2.txt,1970.8,1094.89,413.63,839.42,1,0,0
135,1016.a2.txt,1653.44,1322.75,502.65,621.69,0,0,1
136,1061.a2.txt,1516.85,1303.37,573.03,730.34,0,0,0
137,0172.a2.txt,2108.67,1099.61,491.59,620.96,2,0,0
138,0104.a2.txt,2078.72,971.71,332.1,725.71,4,0,1
139,0146.a2.txt,1586.13,1418.07,493.7,672.27,0,0,0
140,5043.a2.txt,1894.33,1353.09,708.76,644.33,0,0,0
141,2019.a2.txt,1555.89,1450.15,332.33,785.5,2,0,0
142,0236.a2.txt,1536.64,1111.11,496.45,827.42,0,0,0
143,2065.a2.txt,1842.11,1065.16,563.91,1040.1,0,0,1
144,1067.a2.txt,2324.72,1254.61,455.1,1020.91,0,0,2
145,0173.a2.txt,2189.28,809.58,467.5,1174.46,4,0,1
146,0156.a2.txt,1776.22,1062.94,503.5,685.31,1,0,0
147,0163.a2.txt,1673.05,957.85,727.97,932.31,0,0,0
148,1010.a2.txt,1994.22,982.66,462.43,934.49,0,1,2
149,2023.a2.txt,1571.78,1188.12,408.42,742.57,0,1,22
150,1018.a2.txt,2049.89,1084.6,368.76,932.75,0,0,0
151,0190.a2.txt,1251.56,1339.17,650.81,525.66,0,0,0
152,2034.a2.txt,2038.51,906.0,656.85,826.73,2,0,1
153,2042.a2.txt,1812.08,1073.83,550.34,765.1,0,0,0
154,1008.a2.txt,1834.53,1139.09,503.6,671.46,0,0,1
155,4008.a2.txt,1583.07,1144.2,783.7,658.31,0,0,0
156,2038.a2.txt,2056.92,944.37,465.72,1021.99,1,0,2
157,4039.a2.txt,1508.2,1163.93,409.84,606.56,2,0,0
158,0213.a2.txt,1747.34,1428.57,543.09,861.87,0,0,1
159,5041.a2.txt,1829.27,1273.71,420.05,718.16,0,0,0
160,3002.a2.txt,1651.38,1284.4,484.93,812.58,0,0,0
161,5014.a2.txt,1721.52,1253.16,405.06,531.65,0,0,0
162,1121.a2.txt,1582.89,1026.74,513.37,802.14,3,0,1
163,2060.a2.txt,1636.11,1241.18,606.49,662.91,0,0,1
164,1022.a2.txt,2211.65,1284.19,392.39,535.08,0,1,0
165,1012.a2.txt,1952.14,1120.91,440.81,944.58,1,0,1
166,0161.a2.txt,2111.37,1125.29,522.04,672.85,0,1,12
167,1009.a2.txt,1995.36,1171.69,313.23,684.45,0,2,0
168,0187.a2.txt,1780.99,1034.9,385.08,926.59,5,0,0
169,3062.a2.txt,1688.6,1206.14,416.67,537.28,0,0,0
170,1003.a2.txt,1761.49,1061.27,382.93,820.57,6,0,1
171,3045.a2.txt,1875.64,1090.72,428.13,927.62,0,0,1
172,1055.a2.txt,1602.56,1307.69,410.26,833.33,0,0,1
173,1109.a2.txt,1906.12,1209.1,312.94,1038.41,0,0,0
174,2000.a2.txt,1972.6,1205.48,273.97,958.9,5,0,2
175,4002.a2.txt,2177.88,1106.04,364.88,627.14,0,0,0
176,1048.a2.txt,2059.93,1123.6,440.07,692.88,0,0,1
177,1098.a2.txt,1721.22,1298.84,380.15,675.82,4,0,2
178,0237.a2.txt,1943.32,728.74,364.37,620.78,3,0,13
179,0235.a2.txt,2250.92,1230.01,479.7,897.91,0,0,2
180,0191.a2.txt,1815.11,1273.96,484.78,653.89,0,0,12
181,2061.a2.txt,2087.77,957.45,585.11,864.36,0,0,0
182,0203.a2.txt,1712.25,927.47,582.64,1034.48,1,0,1
183,3028.a2.txt,2265.94,786.97,434.19,814.11,1,0,12
184,5013.a2.txt,1633.59,1099.24,519.08,732.82,8,1,1
185,1021.a2.txt,1737.03,1061.52,361.88,735.83,3,0,1
186,0226.a2.txt,1809.05,1105.53,565.33,804.02,0,0,0
187,5011.a2.txt,1660.38,1031.45,666.67,817.61,4,1,2
188,0133.a2.txt,1804.07,989.33,514.06,940.83,0,0,1
189,0106.a2.txt,1664.68,1117.72,535.08,725.33,0,1,1
190,3042.a2.txt,1787.99,1213.28,715.2,894.0,0,0,0
191,0199.a2.txt,1911.76,1078.43,355.39,870.1,0,0,0
192,4041.a2.txt,1727.57,1461.79,409.75,653.38,0,0,0
193,0178.a2.txt,1942.52,1110.01,693.76,941.53,1,0,0
194,2044.a2.txt,1379.72,1132.08,318.4,719.34,3,1,2
195,2064.a2.txt,2098.45,1049.22,531.09,582.9,0,0,2
196,0201.a2.txt,1461.43,825.44,324.76,744.25,0,0,9
197,3023.a2.txt,1687.19,1293.1,455.67,665.02,0,0,0
198,2035.a2.txt,1682.44,1240.8,536.28,778.13,1,0,0
199,4027.a2.txt,2045.45,909.09,437.06,926.57,0,0,1
200,1007.a2.txt,2013.89,1226.85,393.52,578.7,0,0,7
201,0138.a2.txt,1847.13,1248.41,445.86,726.11,0,0,1
202,0110.a2.txt,2232.03,1286.25,529.63,567.47,1,1,2
203,5010.a2.txt,1592.48,909.99,682.49,781.4,6,2,10
204,1006.a2.txt,1662.57,1048.32,442.26,712.53,1,0,2
205,2012.a2.txt,1778.61,1119.4,621.89,721.39,0,0,1
206,5003.a2.txt,1873.35,1042.22,633.25,1002.64,0,0,1
207,2009.a2.txt,1918.53,1024.97,341.66,893.56,0,0,1
208,4048.a2.txt,2136.54,884.96,518.33,910.24,1,0,0
209,1112.a2.txt,1573.88,1231.26,610.28,813.7,1,0,0
210,4025.a2.txt,1836.73,1115.65,707.48,734.69,0,0,0
211,1078.a2.txt,1181.1,1233.6,551.18,708.66,0,0,4
212,4015.a2.txt,2191.94,983.41,402.84,793.84,0,0,2
213,1036.a2.txt,1672.86,1245.35,557.62,483.27,0,1,4
214,1100.a2.txt,1861.36,1360.72,577.66,706.03,1,1,1
215,5048.a2.txt,1594.2,1268.12,555.56,567.63,0,0,0
216,0149.a2.txt,1979.43,1233.93,702.66,651.24,0,0,4
217,4035.a2.txt,2105.98,1209.24,652.17,692.93,0,0,2
218,1106.a2.txt,1959.1,893.43,548.98,785.79,4,1,7
219,0130.a2.txt,1805.56,993.59,502.14,630.34,4,4,0
220,3033.a2.txt,1899.11,1266.07,445.1,623.15,3,0,2
221,0171.a2.txt,1810.34,1046.8,455.67,788.18,1,0,1
222,4018.a2.txt,1739.13,1171.5,483.09,603.86,0,0,1
223,0136.a2.txt,1987.8,1158.54,304.88,865.85,0,0,0
224,5040.a2.txt,2079.08,1198.98,548.47,625.0,0,0,2
225,5037.a2.txt,1916.97,976.8,525.03,769.23,0,0,0
226,5001.a2.txt,1875.83,739.76,568.03,792.6,6,0,1
227,3064.a2.txt,1935.1,1057.69,396.63,817.31,0,0,0
228,4044.a2.txt,1872.07,1326.05,483.62,702.03,7,0,1
229,4026.a2.txt,2150.67,959.9,461.73,874.85,4,1,1
230,0137.a2.txt,1692.13,1210.34,587.54,599.29,0,0,1
231,4028.a2.txt,1893.56,1262.38,569.31,705.45,1,0,1
232,1092.a2.txt,1442.31,1201.92,685.1,552.88,1,0,3
233,4016.a2.txt,1554.25,1392.96,366.57,659.82,0,0,0
234,0219.a2.txt,1536.64,1264.78,638.3,602.84,0,0,0
235,1050.a2.txt,1892.82,912.2,513.11,946.41,1,0,0
236,1070.a2.txt,1866.2,1126.76,539.91,622.07,0,1,1
237,5004.a2.txt,1496.77,1225.81,400.0,464.52,1,0,3
238,2069.a2.txt,1755.92,1095.89,547.95,722.29,0,0,0
239,0185.a2.txt,1728.25,1108.46,441.0,584.03,0,1,0
240,5024.a2.txt,1533.33,866.67,613.33,680.0,3,1,7
241,1081.a2.txt,1654.6,1023.78,392.97,703.21,2,0,14
242,4003.a2.txt,1850.44,1356.15,430.93,544.99,0,0,0
243,4036.a2.txt,1621.62,1184.04,926.64,836.55,1,0,2
244,4005.a2.txt,2205.47,961.36,386.43,999.06,0,0,1
245,5033.a2.txt,1553.64,1307.03,456.23,579.53,0,0,1
246,1023.a2.txt,1860.19,1007.11,770.14,746.45,6,0,0
247,1068.a2.txt,1555.02,1028.71,334.93,897.13,0,1,26
248,1099.a2.txt,2050.53,1088.44,476.19,515.06,5,0,1
249,4033.a2.txt,1286.35,1353.47,592.84,626.4,0,0,0
250,1097.a2.txt,2083.33,1071.43,440.48,738.1,1,0,2
251,5025.a2.txt,1867.39,1041.95,676.59,649.53,5,0,0
252,5008.a2.txt,2195.45,1070.95,455.15,950.47,0,0,0
253,4014.a2.txt,2130.54,899.01,492.61,812.81,2,0,4
254,2036.a2.txt,1657.7,1248.65,505.92,775.03,0,0,0
255,0218.a2.txt,2256.1,1158.54,329.27,707.32,0,0,0
256,4019.a2.txt,1574.31,1486.15,541.56,793.45,0,0,0
257,1056.a2.txt,1837.78,1149.9,574.95,667.35,5,0,2
258,2067.a2.txt,1369.35,1331.66,376.88,866.83,0,0,0
259,0223.a2.txt,1915.55,1009.27,257.47,968.07,0,5,8
260,3035.a2.txt,1713.97,1179.04,382.1,709.61,0,0,4
261,3020.a2.txt,2088.68,886.81,326.72,735.12,2,1,0
262,1057.a2.txt,1248.55,1179.19,427.75,682.08,1,0,0
263,0206.a2.txt,1844.78,1055.98,547.07,699.75,1,1,0
264,1019.a2.txt,2283.36,715.27,337.0,1093.54,1,1,1
265,5047.a2.txt,2018.45,1222.61,530.57,657.44,0,0,0
266,5012.a2.txt,2454.36,1166.33,578.09,872.21,0,0,2
267,0158.a2.txt,1673.0,1254.75,709.76,557.67,0,0,0
268,0157.a2.txt,1181.38,1408.11,584.73,501.19,0,0,2
269,3001.a2.txt,1186.07,1305.77,489.66,544.07,0,0,17
270,0175.a2.txt,1789.34,1357.87,431.47,621.83,0,0,1
271,2017.a2.txt,1930.46,1151.08,575.54,839.33,0,0,0
272,0174.a2.txt,2244.44,1144.44,255.56,900.0,0,0,2
273,0234.a2.txt,2015.31,931.12,625.0,931.12,2,0,2
274,0188.a2.txt,1588.79,1051.4,443.93,864.49,1,0,2
275,1072.a2.txt,2094.19,871.74,370.74,841.68,0,1,4
276,4006.a2.txt,2090.68,994.96,390.43,931.99,0,0,1
277,0143.a2.txt,1963.52,1115.88,418.45,912.02,0,0,0
278,1002.a2.txt,1737.09,1302.82,399.06,633.8,0,0,2
279,1060.a2.txt,1398.26,925.75,617.16,752.17,14,1,4
280,3068.a2.txt,1803.87,1065.38,508.47,690.07,0,1,1
281,2013.a2.txt,2086.33,863.31,599.52,803.36,0,0,2
282,2041.a2.txt,1703.8,851.9,301.44,851.9,0,4,19
283,0139.a2.txt,1795.21,1183.51,571.81,744.68,0,0,0
284,5035.a2.txt,1957.67,1190.48,714.29,859.79,0,0,1
285,2011.a2.txt,2348.03,786.65,548.27,858.16,1,0,2
286,4012.a2.txt,1995.13,1192.21,413.63,815.09,0,0,2
287,2026.a2.txt,1722.93,1071.01,430.73,617.0,0,0,2
288,2058.a2.txt,2074.16,984.94,533.02,764.77,1,0,2
289,2021.a2.txt,1807.51,1021.13,680.75,938.97,0,0,0
290,4045.a2.txt,1584.39,964.41,677.38,734.79,0,0,6
291,3013.a2.txt,1559.63,1349.93,301.44,720.84,0,0,2
292,2046.a2.txt,2390.57,1043.77,291.81,1189.67,0,0,1
293,0113.a2.txt,1973.39,1186.25,631.93,787.14,0,0,0
294,4043.a2.txt,1320.75,1245.28,742.14,867.92,0,0,0
295,1105.a2.txt,1872.15,1084.47,536.53,582.19,0,0,0
296,2066.a2.txt,2059.66,1093.75,539.77,767.05,0,0,0
297,0142.a2.txt,2282.2,1126.89,378.79,804.92,0,0,0
298,2055.a2.txt,1904.76,1165.41,350.88,614.04,0,0,1
299,5028.a2.txt,1421.51,927.07,593.33,605.69,0,6,14
300,0165.a2.txt,2019.91,967.28,469.42,768.14,3,1,1
301,2063.a2.txt,1636.36,1151.52,651.52,939.39,0,0,0
302,2049.a2.txt,1631.88,1081.59,645.16,550.28,0,1,5
303,0177.a2.txt,1500.56,985.44,571.11,828.67,0,2,1
304,0179.a2.txt,1976.44,1191.1,392.67,981.68,0,0,0
305,0198.a2.txt,1860.8,1008.52,355.11,781.25,1,0,0
306,1069.a2.txt,1969.39,816.33,510.2,734.69,4,0,13
307,0103.a2.txt,1919.43,1208.53,391.0,1007.11,0,0,1
308,0189.a2.txt,1711.41,872.48,436.24,749.44,1,2,3
309,1029.a2.txt,2122.76,933.5,409.21,741.69,0,0,15
310,0204.a2.txt,1925.82,1098.43,442.23,641.94,0,1,1
311,2032.a2.txt,2054.6,1206.9,531.61,962.64,0,0,0
312,2030.a2.txt,1505.88,1505.88,611.76,470.59,0,0,0
313,5032.a2.txt,2132.45,1046.36,569.54,847.68,0,1,0
314,1043.a2.txt,1380.55,1236.49,564.23,516.21,0,0,10
315,4011.a2.txt,2081.69,1304.35,434.78,579.71,1,0,2
316,0221.a2.txt,2126.82,1017.17,317.04,501.98,0,0,2
317,1017.a2.txt,1797.95,881.85,496.58,950.34,8,2,10
318,2048.a2.txt,1773.13,969.16,517.62,693.83,0,0,2
319,0196.a2.txt,1981.88,1245.75,317.1,736.13,0,0,0
320,2014.a2.txt,1941.92,1107.08,526.32,816.7,0,1,3
321,1065.a2.txt,1675.68,1108.11,729.73,756.76,1,0,0
322,0119.a2.txt,1784.39,1288.72,408.92,681.54,0,0,0
323,1032.a2.txt,1406.44,1215.73,619.79,417.16,3,0,0
324,4004.a2.txt,2225.03,1112.52,417.19,695.32,0,0,0
325,4009.a2.txt,1713.69,1212.12,376.18,501.57,0,0,0
326,1005.a2.txt,1678.97,968.63,562.73,977.86,32,0,6
327,2020.a2.txt,2418.1,748.83,327.61,1185.65,0,0,2
328,2015.a2.txt,1956.24,759.33,296.01,604.89,2,0,0
329,1103.a2.txt,1832.34,1161.68,610.78,658.68,0,0,0
330,5020.a2.txt,1765.52,1075.86,468.97,855.17,0,0,0
331,0128.a2.txt,1832.95,997.68,556.84,742.46,2,0,4
332,4040.a2.txt,1689.79,1071.88,441.36,517.02,1,0,0
333,1020.a2.txt,1724.41,1244.09,527.56,448.82,0,0,3
334,3063.a2.txt,1701.43,987.93,526.89,889.13,1,1,7
335,0168.a2.txt,2285.17,1274.79,434.37,783.76,2,3,0
336,0194.a2.txt,1906.52,1131.61,369.0,910.21,0,0,2
337,5006.a2.txt,2106.02,1031.52,329.51,1303.72,0,0,11
338,1095.a2.txt,1840.19,1392.25,399.52,593.22,0,0,0
339,2059.a2.txt,2273.84,1149.14,464.55,965.77,0,0,3
340,1094.a2.txt,1605.67,1263.28,625.74,672.96,0,0,0
341,1039.a2.txt,864.49,1705.61,735.98,467.29,0,0,3
342,2068.a2.txt,1955.45,1150.99,705.45,606.44,2,0,0
343,0155.a2.txt,2025.32,1253.16,658.23,1126.58,1,0,1
